10/19-13:35:32.496255,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.496256,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.527292,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.558440,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.589005,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.620239,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.652515,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.683132,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.713694,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.744420,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.776075,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.806535,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.837727,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.868559,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.900159,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.929934,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:32.960931,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.002639,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.053526,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.054472,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.085078,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.115549,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.159586,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.207996,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.208196,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.240067,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.270349,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.301089,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.331809,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.362628,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.393166,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.425186,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.455439,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.486587,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.516919,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.547629,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.594264,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.595072,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.657380,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.657381,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:33.717644,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.507308,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.538006,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.551498,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.573618,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.600457,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.630864,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.637742,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.661076,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.705538,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.708299,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.751435,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.767506,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.813990,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.813991,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.861343,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.863822,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.923943,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.924115,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.970052,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:34.971007,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.001128,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.032023,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.063383,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.094580,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.124873,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.156059,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.187299,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.218637,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.249841,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.280092,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.326997,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.327682,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.373543,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.388732,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.434982,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.435684,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.466581,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.474100,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.497862,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.502215,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.530486,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.560280,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.571911,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.599252,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.622394,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.666213,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.666771,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.713685,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.714143,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.760527,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.760687,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.806186,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.807108,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.837324,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.869920,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.899044,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.930414,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.960893,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:35.992087,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.023147,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.054052,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.085157,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.115453,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.146736,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.177627,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.208547,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.239665,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.269505,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.301013,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.331624,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.377398,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.378047,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.385669,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.394169,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.402756,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.405196,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.405774,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:36.407715,[**],[1:1000102:1],"SSH,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49699,->,192.168.1.100:22
10/19-13:35:50.831744,[**],[1:1000105:1],"Suspicious,Portscan,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:50.831744,[**],[1:1000103:1],"RDP,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:51.359361,[**],[1:1000105:1],"Suspicious,Portscan,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:51.359361,[**],[1:1000103:1],"RDP,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:51.877620,[**],[1:1000105:1],"Suspicious,Portscan,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:51.877620,[**],[1:1000103:1],"RDP,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:52.395871,[**],[1:1000105:1],"Suspicious,Portscan,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:52.395871,[**],[1:1000103:1],"RDP,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:52.905075,[**],[1:1000105:1],"Suspicious,Portscan,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:35:52.905075,[**],[1:1000103:1],"RDP,Connection,Attempt,Detected",[**],[Priority:,0],{TCP},192.168.2.11:49700,->,192.168.1.100:3389
10/19-13:36:32.809333,[**],[1:1000104:1],"Large,ICMP,Packet,Detected",[**],[Priority:,0],{ICMP},192.168.2.11,->,192.168.1.100
10/19-13:36:32.809333,[**],[1:1000101:1],"ICMP,Ping,Detected",[**],[Priority:,0],{ICMP},192.168.2.11,->,192.168.1.100
10/19-13:36:32.809424,[**],[1:1000104:1],"Large,ICMP,Packet,Detected",[**],[Priority:,0],{ICMP},192.168.1.100,->,192.168.2.11
10/19-13:36:32.809424,[**],[1:1000101:1],"ICMP,Ping,Detected",[**],[Priority:,0],{ICMP},192.168.1.100,->,192.168.2.11
